Fund Symbol	Fund Cusip	Fund Name	Category	Subcategory
TNDQ	78009P143	RBS NASDAQ 100 Trendpilot ETN	Fixed Income	FIXED INCOME
TOK	464288265	iShares MSCI Kokusai Index Fund	Global Equity	GLOBAL
TOTS	25459Y819	Direxion Daily Total Market Bear 1X Shares	Equity	LARGE-CAP
TPS	74347X336	ProShares UltraShort TIPS	Fixed Income	FIXED INCOME
TQQQ	74347X831	ProShares UltraPro QQQ	Equity	LARGE-CAP
TRND	78009L308	RBS US Large Cap Trendpilot Exchange Traded Notes	Equity	LARGE-CAP
TRNM	78009L209	RBS US Mid Cap Trendpilot Exchange Traded Notes	Fixed Income	MID-CAP
TRSY	72201R809	PIMCO Broad U.S. Treasury Index Exchange-Traded Fund	Fixed Income	FIXED INCOME
TTFS	00768Y818	Trim Tabs Float Shrink	Equity	LARGE-CAP
TTT	74347X740	ProShares UltraPro Short 20+ Year Treasury	Fixed Income	FIXED INCOME
TUR	464286715	iShares MSCI Turkey Index Fund	Global Equity	EMERGING MARKETS
TUZ	72201R106	PIMCO 1-3 Year U.S. Treasury Index Exchange-Traded Fund	Fixed Income	FIXED INCOME
TVIX	22542D761	VelocityShares Daily 2x VIX Short Term ETN	Equity	EQUITY SPECIALTY
TVIZ	22542D779	VelocityShares Daily 2x VIX Medium Term ETN	Equity	EQUITY SPECIALTY
TWM	74348A202	ProShares UltraShort Russell2000	Equity	SMALL-CAP
TWQ	74348A681	ProShares UltraShort Russell3000	Equity	LARGE-CAP
TYBS	25459Y405	Direxion Daily 20+ Year Treasury Bear 1X Shares	Fixed Income	FIXED INCOME
TYD	25459W565	Direxion Daily 7-10 Year Treasury Bull 3X Shares	Fixed Income	FIXED INCOME
TYNS	25459Y108	Direxion Daily 7-10 Year Treasury Bear 1X Shares	Fixed Income	FIXED INCOME
TYO	25459W557	Direxion Daily 7-10 Year Treasury Bear 3x Shares ETF	Fixed Income	FIXED INCOME
TZA	25459W110	Direxion Daily Small Cap Bear 3X Shares	Equity	SMALL-CAP
TZD	464289206	iShares S&P Target Date 2010 Index Fund	Equity	GROWTH & INCOME
TZE	464289305	iShares S&P Target Date 2015 Index Fund	Equity	GROWTH & INCOME
TZG	464289404	iShares S&P Target Date 2020 Index Fund	Equity	GROWTH & INCOME
TZI	464289503	iShares S&P Target Date 2025 Index Fund	Equity	GROWTH & INCOME
TZL	464289602	iShares S&P Target Date 2030 Index Fund	Equity	GROWTH & INCOME
TZO	464289701	iShares S&P Target Date 2035 Index Fund	Equity	GROWTH & INCOME
TZV	464289800	iShares S&P Target Date 2040 Index Fund	Global Equity	GROWTH & INCOME
TZW	46429B648	iShares S&P Target Date 2045 Index Fund	Global Equity	GROWTH & INCOME
TZY	46429B630	iShares S&P Target Date 2050 Index Fund	Global Equity	GROWTH & INCOME
UAG	902641760	UBS E-TRACS UBS Bloomberg CMCI Agriculture TR ETN	Commodity	AGRICULTURE
UBC	902641828	UBS E-TRACS UBS Bloomberg CMCI Livestock TR ETN	Commodity	AGRICULTURE
UBG	902641810	UBS E-TRACS UBS Bloomberg CMCI Gold TR ETN	Commodity	PRECIOUS METALS
UBM	902641752	UBS E-TRACS UBS Bloomberg CMCI Industrial Metals TR ETN	Commodity	BASIC MATERIALS
UBN	902641745	UBS E-TRACS UBS Bloomberg CMCI Energy TR ETN	Commodity	NATURAL RESOURCES
UBR	74347X542	ProShares Ultra MSCI Brazil	Global Equity	EMERGING MARKETS
UBT	74347R172	ProShares Ultra 20+ Year Treasury	Fixed Income	FIXED INCOME
UCC	74347R750	ProShares Ultra Consumer Services	Equity	CONSUMER
UCD	74347W106	ProShares Ultra DJ-UBS Commodity	Commodity	COMMODITIES
UCI	902641778	UBS E-TRACS UBS Bloomberg CMCI TR ETN	Commodity	COMMODITIES
UCO	74347W650	ProShares Ultra DJ-UBS Crude Oil	Commodity	NATURAL RESOURCES
UDN	73936D206	PowerShares DB US Dollar Index Bearish Fund	Currency	CURRENCY
UDNT	25154P881	PowerShares DB 3x Short US Dollar Index Futures ETN	Currency	CURRENCY
UDOW	74347X823	ProShares UltraPro Dow 30	Equity	LARGE-CAP
UGA	91201T102	United States Gasoline Fund, LP	Commodity	NATURAL RESOURCES
UGAZ	22542D571	VelocityShares 3x Long Natural Gas ETN linked to the S&P GSCI Natural Gas Index Excess Return	Commodity	NATURAL RESOURCES
UGE	74347R768	ProShares Ultra Consumer Goods	Equity	CONSUMER
UGEM	268461878	EGShares Utilities GEMS ETF	Equity	UTILITY
UGL	74347W601	ProShares Ultra Gold	Commodity	PRECIOUS METALS
UGLD	22542D688	VelocityShares 3x Long Gold ETN linked to the S&P GSCI Gold Index ER	Commodity	PRECIOUS METALS
UHN	911783108	United States Diesel-Heating Oil Fund, LP	Commodity	NATURAL RESOURCES
UINF	74348A848	ProShares UltraPro 10 Year TIPS/TSY Spread	Fixed Income	FIXED INCOME
UJB	74348A707	ProShares Ultra High Yield	Fixed Income	FIXED INCOME
UKF	74347R537	ProShares Ultra Russell 1000 Growth	Equity	LARGE-CAP
UKK	74347R487	ProShares Ultra Russell 2000 Growth	Equity	SMALL-CAP
UKW	74347R511	ProShares Ultra Russell MidCap Growth	Equity	MID-CAP
ULE	74347W874	ProShares Ultra Euro	Currency	EUROPEAN REGION
UMDD	74347X815	ProShares UltraPro MidCap 400	Equity	MID-CAP
UMX	74347X518	ProShares Ultra MSCI Mexico Investable Market	Global Equity	INTERNATIONAL
UNG	912318201	United States Natural Gas Fund, LP	Commodity	NATURAL RESOURCES
UNL	91288X109	United States 12 Month Natural Gas Fund, LP	Commodity	NATURAL RESOURCES
UOIL	22542D597	VelocityShares 3x Long Brent Crude ETN linked to the S&P GSCI Brent Crude Index Excess Return	Commodity	NATURAL RESOURCES
UPRO	74347X864	ProShares UltraPro S&P 500	Equity	LARGE-CAP
UPV	74347X526	ProShares Ultra MSCI Europe	Global Equity	EUROPEAN REGION
UPW	74347R685	ProShares Ultra Utilities	Equity	UTILITY
URA	37950E754	Global X Uranium ETF	Commodity	COMMODITIES
URE	74347X625	ProShares Ultra Real Estate	Equity	REAL ESTATE
URR	617480272	Market Vectors Double Long Euro ETN	Currency	EUROPEAN REGION
URTH	464286392	iShares MSCI World Index Fund	Global Equity	LARGE-CAP
URTY	74347X799	ProShares UltraPro Russell 2000	Equity	SMALL-CAP
USAG	911718203	United States Agriculture Index Fund	Commodity	AGRICULTURE
USCI	911717106	United States Commodity Index Fund	Commodity	COMMODITIES
USD	74347R669	ProShares Ultra Semiconductors	Equity	TECHNOLOGY
USL	91288V103	United States 12 Month Oil Fund, LP	Commodity	NATURAL RESOURCES
USLV	22542D662	VelocityShares 3x Long Silver ETN linked to the S&P GSCI Silver Index ER	Commodity	PRECIOUS METALS
USMI	911718302	United States Metals Index Fund	Commodity	PRECIOUS METALS
USMV	46429B697	iShares MSCI USA Minimum Volatility Index Fund	Equity	LARGE-CAP
USO	91232N108	United States Oil Fund, LP	Commodity	NATURAL RESOURCES
UST	74347R180	ProShares Ultra 7-10 Year Treasury	Fixed Income	FIXED INCOME
USV	902641794	UBS E-TRACS UBS Bloomberg CMCI Silver TR ETN	Commodity	PRECIOUS METALS
UUP	73936D107	PowerShares DB US Dollar Index Bullish Fund	Currency	CURRENCY
UUPT	25154P873	PowerShares DB 3x Long US Dollar Index Futures ETN	Currency	CURRENCY
UVG	74347R529	ProShares Ultra Russell1000 Value	Equity	VALUE
UVT	74347R479	ProShares Ultra Russell 2000 Value	Equity	VALUE
UVU	74347R495	ProShares Ultra Russell MidCap Value	Equity	VALUE
UVXY	74347W411	ProShares Ultra VIX Short-Term Futures ETF	Equity	EQUITY SPECIALTY
UWC	74347X104	ProShares Ultra Russell 3000	Equity	LARGE-CAP
UWM	74347R842	ProShares Ultra Russell 2000	Equity	LARGE-CAP
UWTI	22542D589	VelocityShares 3x Long Crude ETN linked to the S&P GSCI Crude Oil Index Excess Return	Commodity	NATURAL RESOURCES
UXI	74347R727	ProShares Ultra Industrials	Equity	LARGE-CAP
UXJ	74347X534	ProShares Ultra MSCI Pacific ex-Japan	Global Equity	ASIAN REGION
UYG	74347X633	ProShares Ultra Financials	Equity	FINANCIAL SERVICES
UYM	74347R776	ProShares Ultra Basic Materials	Equity	BASIC MATERIALS
VAW	92204A801	Vanguard Materials Index Fund	Equity	BASIC MATERIALS
VB	922908751	Vanguard Small-Cap Index Fund	Equity	SMALL-CAP
VBK	922908595	Vanguard Small-Cap Growth Index Fund	Equity	GROWTH
VBR	922908611	Vanguard Small-Cap Value Index Fund	Equity	VALUE
VCIT	92206C870	Vanguard Intermediate-Term Corporate Bond ETF	Fixed Income	FIXED INCOME
VCLT	92206C813	Vanguard Long-Term Corporate Bond ETF	Fixed Income	FIXED INCOME
VCR	92204A108	Vanguard Consumer Discretionary Index Fund	Equity	CONSUMER
VCSH	92206C409	Vanguard Short-Term Corporate Bond Index Fund	Fixed Income	FIXED INCOME
VDC	92204A207	Vanguard Consumer Staples Index Fund	Equity	CONSUMER
VDE	92204A306	Vanguard Energy Index Fund	Equity	NATURAL RESOURCES
VEA	921943858	Vanguard Europe Pacific ETF	Global Equity	GROWTH & INCOME
VEGA	00768Y768	AdvisorShares STAR Global Buy-Write ETF	Global Equity	LARGE-CAP
VEGI	464286350	iShares MSCI Global Agriculture Producers Fund	Global Equity	AGRICULTURE
VEU	922042775	Vanguard FTSE All-World ex US Index Fund	Global Equity	INTERNATIONAL
VFH	92204A405	Vanguard Financials Index Fund	Equity	FINANCIAL SERVICES
VGEM	268461407	EGShares Consumer Services GEMS ETF	Equity	CONSUMER
VGIT	92206C706	Vanguard Intermediate-Term Government Bond ETF	Fixed Income	FIXED INCOME
VGK	922042874	Vanguard European Index Fund	Global Equity	EUROPEAN REGION
VGLT	92206C847	Vanguard Long-Term Government Bond ETF	Fixed Income	FIXED INCOME
VGSH	92206C102	Vanguard Short-Term Government Bond ETF	Fixed Income	FIXED INCOME
VGT	92204A702	Vanguard Information Technology Index Fund	Equity	TECHNOLOGY
VHT	92204A504	Vanguard Health Care Index Fund	Equity	HEALTH/BIOTECHNOLOGY
VIG	921908844	Vanguard Dividend Appreciation Index Fund	Equity	INCOME
VIIX	22542D811	VelocityShares Daily Long VIX Short Term ETN	Equity	EQUITY SPECIALTY
VIIZ	22542D787	VelocityShares Daily Long VIX Medium Term ETN	Equity	EQUITY SPECIALTY
VIOG	921932794	Vanguard S&P Small-Cap 600 Growth ETF	Equity	GROWTH
VIOO	921932828	Vanguard S&P Small-Cap 600 ETF	Equity	SMALL-CAP
VIOV	921932778	Vanguard S&P Small-Cap 600 Value ETF	Equity	VALUE
VIS	92204A603	Vanguard Industrials Index Fund	Equity	INDUSTRIALS
VIXH	33733E609	First Trust CBOE S&P 500 VIX Tail Hedge Fund	Equity	EQUITY SPECIALTY
VIXM	74347W684	ProShares VIX  Mid-Term Futures ETF	Equity	EQUITY SPECIALTY
VIXY	74347W692	ProShares VIX  Short-Term Futures ETF	Equity	EQUITY SPECIALTY
VLAT	25459Y710	Direxion S&P Latin America 40 DRRC Volatility Response Shares	Global Equity	LARGE-CAP
VLU	78464A128	SPDR S&P 1500 Value Tilt ETF	Equity	VALUE
VMBS	92206C771	Vanguard Mortgage-Backed Securities ETF	Fixed Income	FIXED INCOME
VNM	57060U761	Market Vectors Vietnam ETF	Global Equity	EMERGING MARKETS
VNQ	922908553	Vanguard REIT ETF	Equity	REAL ESTATE
VNQI	922042676	Vanguard Global ex-U.S. Real Estate Index	Global Equity	REAL ESTATE
VO	922908629	Vanguard Mid-Cap Index Fund	Equity	MID-CAP
VOE	922908512	Vanguard Mid-Cap Value Index Fund	Equity	VALUE
VONE	92206C730	Vanguard Russell 1000 ETF	Equity	LARGE-CAP
VONG	92206C680	Vanguard Russell 1000 Growth ETF	Equity	GROWTH
VONV	92206C714	Vanguard Russell 1000 Value ETF	Equity	VALUE
VOO	922908413	Vanguard S&P 500 ETF	Equity	LARGE-CAP
VOOG	921932505	Vanguard S&P 500 Growth ETF	Equity	GROWTH
VOOV	921932703	Vanguard S&P 500 Value ETF	Equity	VALUE
VOT	922908538	Vanguard Mid-Cap Growth Index Fund	Equity	GROWTH
VOX	92204A884	Vanguard Telecommunication Services Index Fund	Equity	TELECOMMUNICATION
VPL	922042866	Vanguard Pacific Stock Index Fund	Global Equity	ASIAN REGION
VPU	92204A876	Vanguard Utilities Index Fund	Equity	UTILITY
VQT	06740C337	Barclays ETN+ S&P VEQTOR ETN	Global Equity	LARGE-CAP
VRD	78464A318	SPDR S&P VRDO Municipal Bond ETF	Fixed Income	FIXED INCOME
VSPR	25459Y744	Direxion S&P 1500 DRRC Volatility Response Shares	Equity	EQUITY SPECIALTY
VSPY	25459Y728	Direxion S&P PR 500 DRRC Volatility Response Shares	Equity	LARGE-CAP
VSS	922042718	Vanguard FTSE All-World ex-US Small-Cap Index Fund	Global Equity	SMALL-CAP
VT	922042742	Vanguard Total World Stock Index Fund	Global Equity	GLOBAL
VTHR	92206C599	Vanguard Russell 3000 ETF	Equity	LARGE-CAP
VTI	922908769	Vanguard Total Stock Market Index Fund	Equity	GROWTH & INCOME
VTIP	922020805	Vanguard Short-Term Inflation-Protected Securities ETF	Fixed Income	FIXED INCOME
VTV	922908744	Vanguard Value Index Fund	Equity	VALUE
VTWG	92206C623	Vanguard Russell 2000 Growth ETF	Equity	GROWTH
VTWO	92206C664	Vanguard Russell 2000 ETF	Equity	SMALL-CAP
VTWV	92206C649	Vanguard Russell 2000 Value ETF	Equity	VALUE
VUG	922908736	Vanguard Growth Index Fund	Equity	GROWTH
VV	922908637	Vanguard Large-Cap Index Fund	Equity	LARGE-CAP
VWO	922042858	Vanguard Emerging Markets Index Fund	Global Equity	EMERGING MARKETS
VXF	922908652	Vanguard Extended Market Index Fund	Equity	MID-CAP
VXUS	921909768	Vanguard Total International Stock ETF	Global Equity	INTERNATIONAL
VXX	06740C188	iPath S&P 500 VIX Short-Term Futures ETN	Equity	EQUITY SPECIALTY
VXZ	06740C519	iPath S&P 500 VIX Mid-Term Futures ETN	Equity	EQUITY SPECIALTY
VYM	921946406	Vanguard High Dividend Yield Index Fund	Equity	INCOME
WDTI	97717W125	WisdomTree Managed Futures Strategy Fund	Equity	EQUITY SPECIALTY
WEAT	88166A508	Teucrium Wheat Fund	Commodity	AGRICULTURE
WEET	06740P270	iPath Pure Beta Grains ETN	Commodity	AGRICULTURE
WFVK	18383M498	Wilshire 5000 Total Market ETF	Equity	LARGE-CAP
WIP	78464A490	SPDR DB International Government Inflation-Protected Bond ETF	Fixed Income	INCOME
WITE	26923B104	ETFS White Metals Basket Trust	Commodity	PRECIOUS METALS
WMCR	18383M308	Wilshire Micro-Cap ETF	Equity	SMALL-CAP
WMW	25153Q708	ELEMENTS Morningstar Wide Moat Focus Total Return Index ETN	Equity	LARGE-CAP
WOOD	464288174	iShares S&P Global Timber & Forestry Index Fund	Global Equity	NATURAL RESOURCES
WPS	464288422	iShares S&P Developed ex-US Property Index Fund	Global Equity	INTERNATIONAL
WREI	18383M472	Wilshire US REIT ETF	Equity	REAL ESTATE
WXSP	18383M480	Wilshire 4500 Completion ETF	Equity	LARGE-CAP
XAR	78464A631	SPDR S&P Aerospace & Defense ETF	Equity	INDUSTRIALS
XBI	78464A870	SPDR S&P Biotech ETF	Equity	HEALTH/BIOTECHNOLOGY
XES	78464A748	SPDR S&P Oil & Gas Equipment & Services ETF	Equity	NATURAL RESOURCES
XHB	78464A888	SPDR S&P Homebuilders ETF	Equity	CONSUMER
XHE	78464A581	SPDR S&P Health Care Equipment ETF	Equity	HEALTH/BIOTECHNOLOGY
XHS	78464A573	SPDR S&P Health Care Services ETF	Equity	HEALTH/BIOTECHNOLOGY
XIV	22542D795	VelocityShares Daily Inverse VIX Short Term ETN	Equity	EQUITY SPECIALTY
XLB	81369Y100	Materials Select Sector SPDR Fund	Equity	BASIC MATERIALS
XLE	81369Y506	Energy Select Sector SPDR Fund	Equity	NATURAL RESOURCES
XLF	81369Y605	Financial Select Sector SPDR Fund	Equity	FINANCIAL SERVICES
XLG	78355W205	Guggenheim Russell Top 50 Mega Cap ETF	Equity	LARGE-CAP
XLI	81369Y704	Industrial Select Sector SPDR Fund	Equity	INDUSTRIALS
XLK	81369Y803	Technology Select Sector SPDR Fund	Equity	TECHNOLOGY
XLP	81369Y308	Consumer Staples Select Sector SPDR Fund	Equity	CONSUMER
XLU	81369Y886	Utilities Select Sector SPDR Fund	Equity	UTILITY
XLV	81369Y209	Health Care Select Sector SPDR Fund	Equity	HEALTH/BIOTECHNOLOGY
XLY	81369Y407	Consumer Discretionary Select Sector SPDR Fund	Equity	CONSUMER
XME	78464A755	SPDR S&P Metals & Mining ETF	Equity	BASIC MATERIALS
XMPT	57060U332	Market Vectors Municipal Bond Closed-End Fund ETF	Fixed Income	FIXED INCOME
XOP	78464A730	SPDR S&P Oil & Gas Exploration & Production ETF	Equity	NATURAL RESOURCES
XOVR	78468R606	SPDR BofA Merrill Lynch Crossover Corporate Bond ETF	Fixed Income	FIXED INCOME
XPH	78464A722	SPDR S&P Pharmaceuticals ETF	Equity	HEALTH/BIOTECHNOLOGY
XPP	74347X880	ProShares Ultra FTSE / Xinhua China 25	Global Equity	ASIAN REGION
XRT	78464A714	SPDR S&P Retail ETF	Equity	CONSUMER
XSD	78464A862	SPDR S&P Semiconductor ETF	Equity	TECHNOLOGY
XSW	78464A599	SPDR S&P Software & Services ETF	Equity	TECHNOLOGY
XTL	78464A540	SPDR S&P Telecom ETF	Equity	TELECOMMUNICATION
XTN	78464A532	SPDR S&P Transportation ETF	Equity	INDUSTRIALS
XVIX	902641596	UBS AG Exchange Traded Access Securities Daily Long-Short VIX ETN	Equity	EQUITY SPECIALTY
XVZ	06741L609	iPath S&P 500 Dynamic VIX ETN	Equity	EQUITY SPECIALTY
XXV	06740L592	Barclays ETN+ Inverse S&P 500 VIX Short-Term Futures ETN	Equity	EQUITY SPECIALTY
YANG	25459W763	Direxion Daily China Bear 3X Shares	Global Equity	ASIAN REGION
YAO	18385P101	Guggenheim China All-Cap ETF	Global Equity	ASIAN REGION
YCL	74347W866	ProShares Ultra Yen	Currency	ASIAN REGION
YCS	74347W569	ProShares UltraShort Yen	Currency	ASIAN REGION
YINN	25459W771	Direxion Daily China Bull 3X Shares	Global Equity	ASIAN REGION
YMLP	301505103	Yorkville High Income MLP ETF	Equity	NATURAL RESOURCES
YXI	74347X658	ProShares Short FTSE/Xinhua China 25	Global Equity	ASIAN REGION
ZIV	22542D829	VelocityShares Daily Inverse VIX Medium Term ETN	Equity	EQUITY SPECIALTY
ZROZ	72201R882	PIMCO 25+ Year Zero Coupon U.S. Treasury Index Exchange-Traded Fund	Fixed Income	FIXED INCOME
ZSL	74347W114	ProShares UltraShort Silver	Commodity	PRECIOUS METALS
